fold,sid,true,pred,abs
1,sub-101006,102.5,100.61405906849377,1.8859409315062265
2,sub-101410,-0.32739084931002027,0.1392214818386471,0.4666123311486674
3,sub-101915,1.3226960380915114,-0.28053619518670275,1.603232233278214
4,sub-102008,-0.7135657576564287,0.5162489474251395,1.2298147050815682
5,sub-102109,-0.020275220513718634,-0.06070218718286005,0.04042696666914142
6,sub-102311,-1.5204172150009048,0.28033860537848027,1.800755820379385
7,sub-102513,0.9489408337417325,-0.5655597262375386,1.5145005599792711
